lexicon,word,homophones,mps,neighbors,length,numthatshareletter1,numthatshareletter2,numthatshareletter3,numthatshareletter4,numthatshareletter5
8,kixf@d,0,0.0,0.0,6,198,7,1,1,1
8,rirzU,0,0.0,0.0,5,311,12,1,1,1
8,mz@ibn,0,0.0,0.0,6,141,3,1,1,1
8,akImzt,0,0.0,0.0,6,170,10,1,1,1
8,@pentk,0,0.0,0.0,6,301,8,1,1,1
8,&tmd,0,0.0,0.0,4,173,10,1,1,0
8,dIEdtr,0,0.0,0.0,6,75,4,1,1,1
8,krg)n,0,0.0,0.0,5,198,12,1,1,1
8,i@@i,0,1.0,1.0,4,178,13,1,1,0
8,nm&neS,0,0.0,0.0,6,268,15,2,2,1
8,t@lirI,0,0.0,0.0,6,299,23,1,1,1
8,@xrr,0,1.0,1.0,4,301,6,1,1,0
8,tr@p,0,3.0,4.0,4,299,26,3,1,0
8,rpsk,0,0.0,1.0,4,311,9,1,1,0
8,@Edr,0,0.0,0.0,4,301,12,1,1,0
8,u|kY,0,0.0,0.0,4,69,1,1,1,0
8,nfun,0,1.0,1.0,4,268,8,1,1,0
8,&SEv,0,1.0,1.0,4,173,9,2,1,0
8,kmlu,0,0.0,0.0,4,198,9,1,1,0
8,nl=I,0,0.0,0.0,4,268,12,1,1,0
8,@Ylt,0,0.0,0.0,4,301,2,1,1,0
8,nn@&,0,1.0,1.0,4,268,16,1,1,0
8,k&m&n,0,1.0,1.0,5,198,9,2,2,1
8,maNat,0,0.0,0.0,5,141,7,1,1,1
8,v@gn,0,0.0,0.0,4,66,2,1,1,0
8,nxrkS,0,0.0,0.0,5,268,8,2,1,1
8,lsga,0,0.0,0.0,4,245,2,1,1,0
8,@+Oo,0,0.0,0.0,4,301,1,1,1,0
8,IO@ffa,0,0.0,0.0,6,112,4,1,1,1
8,irbkro,0,0.0,0.0,6,178,17,1,1,1
8,Unhn,0,0.0,0.0,4,61,7,1,1,0
8,Oi=p&k,0,0.0,0.0,6,82,3,1,1,1
8,f=dU,0,0.0,0.0,4,104,4,1,1,0
8,@rOEl=,0,0.0,0.0,6,301,26,2,1,1
8,Inmf,0,0.0,0.0,4,112,6,2,1,0
8,nI&l,0,0.0,0.0,4,268,11,1,1,0
8,NEia,0,0.0,0.0,4,37,4,1,1,0
8,nauarO,0,0.0,0.0,6,268,12,1,1,1
8,pelana,0,0.0,0.0,6,112,3,1,1,1
8,@bioar,0,0.0,0.0,6,301,9,2,1,1
8,hSkj/,0,0.0,0.0,5,42,1,1,1,1
8,nsua,0,0.0,0.0,4,268,7,1,1,0
8,Og&Im,0,0.0,0.0,5,82,2,1,1,1
8,SpltEr,0,0.0,0.0,6,124,3,1,1,1
8,gmom,0,0.0,0.0,4,87,3,1,1,0
8,Errm,0,0.0,0.0,4,100,12,1,1,0
8,l@fkrp,0,0.0,0.0,6,245,22,2,1,1
8,iur@r,0,0.0,0.0,5,178,4,1,1,1
8,a@Ia,0,1.0,1.0,4,170,11,2,1,0
8,fumb,0,0.0,0.0,4,104,3,1,1,0
8,a=rmn,0,0.0,0.0,5,170,7,1,1,1
8,tonS,0,0.0,0.0,4,299,9,2,1,0
8,aiEl,0,0.0,1.0,4,170,8,1,1,0
8,fgiarO,0,0.0,0.0,6,104,3,1,1,1
8,rzSv,0,0.0,0.0,4,311,5,1,1,0
8,xiEO@I,0,0.0,0.0,6,56,3,1,1,1
8,i=&yI=,0,0.0,0.0,6,178,6,1,1,1
8,@tUSr,0,0.0,0.0,5,301,23,1,1,1
8,k&Eo,0,0.0,0.0,4,198,9,1,1,0
8,o@Otr,0,0.0,0.0,5,104,5,1,1,1
8,Ey@Ol,0,0.0,0.0,5,100,1,1,1,1
8,tStt,0,2.0,2.0,4,299,16,3,1,0
8,noa=,0,0.0,0.0,4,268,2,1,1,0
8,aIIgd,0,0.0,0.0,5,170,4,1,1,1
8,fSzppl,0,0.0,0.0,6,104,11,1,1,1
8,tStx,0,2.0,2.0,4,299,16,3,1,0
8,dr@bt,0,0.0,0.0,5,75,6,2,1,1
8,xkfS,0,0.0,0.0,4,56,4,1,1,0
8,r=ps,0,0.0,0.0,4,311,4,1,1,0
8,Sav@il,0,0.0,0.0,6,124,3,1,1,1
8,ItrpzI,0,0.0,0.0,6,112,3,1,1,1
8,be&h@,0,0.0,0.0,5,107,1,1,1,1
8,kkk&r,0,0.0,0.0,5,198,8,1,1,1
8,=piyyr,0,0.0,0.0,6,51,4,1,1,1
8,ntYr,0,0.0,1.0,4,268,23,1,1,0
8,OeE@t&,0,0.0,0.0,6,82,2,1,1,1
8,eE)lit,0,0.0,0.0,6,72,3,1,1,1
8,riI=nh,0,0.0,0.0,6,311,12,2,1,1
8,srks@f,0,0.0,0.0,6,93,10,1,1,1
8,pr&r,0,0.0,0.0,4,112,8,1,1,0
8,kpstu,0,0.0,0.0,5,198,6,1,1,1
8,nmt&p,0,0.0,1.0,5,268,15,5,2,1
8,e&EE,0,0.0,0.0,4,72,6,1,1,0
8,rkEnv,0,0.0,0.0,5,311,16,1,1,1
8,arSu,0,0.0,0.0,4,170,12,1,1,0
8,buto,0,1.0,1.0,4,107,4,2,1,0
8,OSEykO,0,0.0,0.0,6,82,4,1,1,1
8,dOkr,0,0.0,0.0,4,75,1,1,1,0
8,yatU,0,0.0,0.0,4,45,2,1,1,0
8,Snr&+@,0,0.0,0.0,6,124,8,1,1,1
8,&flmt,0,0.0,0.0,5,173,9,1,1,1
8,SbnsU,0,0.0,0.0,5,124,2,1,1,1
8,tS&tau,0,0.0,0.0,6,299,16,1,1,1
8,k@iU,0,0.0,0.0,4,198,15,2,1,0
8,EuuZ,0,0.0,0.0,4,100,2,1,1,0
8,kaa&bt,0,0.0,0.0,6,198,12,2,1,1
8,urlIy,0,0.0,0.0,5,69,10,1,1,1
8,SEkriU,0,0.0,0.0,6,124,4,1,1,1
8,nekr&,0,0.0,0.0,5,268,4,1,1,1
8,&tnOgn,0,0.0,0.0,6,173,10,2,1,1
8,gttvt,0,0.0,0.0,5,87,8,1,1,1
8,ragor,0,0.0,0.0,5,311,23,1,1,1
8,e&m&@r,0,0.0,0.0,6,72,6,2,1,1
8,earr,0,0.0,0.0,4,72,2,1,1,0
8,szrkl,0,0.0,0.0,5,93,1,1,1,1
8,oard,0,0.0,0.0,4,104,8,1,1,0
8,rrYet,0,0.0,0.0,5,311,30,1,1,1
8,Yt@f,0,0.0,0.0,4,30,4,1,1,0
8,)zrSl,0,0.0,0.0,5,22,1,1,1,1
8,hmiE,0,0.0,1.0,4,42,4,2,1,0
8,tIbrnS,0,0.0,0.0,6,299,13,1,1,1
8,NrEl@,0,0.0,0.0,5,37,5,1,1,1
8,iU&lm@,0,0.0,0.0,6,178,5,1,1,1
8,batttl,0,0.0,0.0,6,107,4,1,1,1
8,@rno&,0,0.0,0.0,5,301,26,3,1,1
8,S@SI,0,0.0,0.0,4,124,9,1,1,0
8,nI@zr&,0,0.0,0.0,6,268,11,3,1,1
8,nnrlt,0,1.0,1.0,5,268,16,4,2,1
8,=h@nOU,0,0.0,0.0,6,51,1,1,1,1
8,lzep,0,0.0,0.0,4,245,2,1,1,0
8,a@htt,0,0.0,0.0,5,170,11,1,1,1
8,UiSO,0,0.0,0.0,4,61,3,1,1,0
8,Y@ln,0,0.0,0.0,4,30,3,2,1,0
8,xtxlan,0,0.0,0.0,6,56,5,1,1,1
8,p@Ur@r,0,0.0,0.0,6,112,6,1,1,1
8,esNi,0,0.0,0.0,4,72,4,1,1,0
8,irpo,0,0.0,0.0,4,178,17,1,1,0
8,yIEhit,0,0.0,0.0,6,45,1,1,1,1
8,IlEiY,0,0.0,0.0,5,112,7,1,1,1
8,+xjl,0,0.0,0.0,4,16,1,1,1,0
8,arrrt,0,0.0,0.0,5,170,12,2,1,1
8,z@tt,0,0.0,0.0,4,71,7,1,1,0
8,@rvb,0,0.0,0.0,4,301,26,1,1,0
8,@@tE,0,0.0,1.0,4,301,28,4,1,0
8,lSlrsi,0,0.0,0.0,6,245,8,1,1,1
8,a=mmOi,0,0.0,0.0,6,170,7,1,1,1
8,@l=gno,0,0.0,0.0,6,301,17,1,1,1
8,t=rrn,0,0.0,0.0,5,299,5,2,1,1
8,mmOaf,0,0.0,0.0,5,141,6,1,1,1
8,&ltt,0,2.0,2.0,4,173,12,1,1,0
8,IObr,0,0.0,0.0,4,112,4,1,1,0
8,frrefO,0,0.0,0.0,6,104,12,3,1,1
8,tnEIp&,0,0.0,0.0,6,299,13,1,1,1
8,Ezrdlb,0,0.0,0.0,6,100,2,1,1,1
8,@@un,0,0.0,0.0,4,301,28,1,1,0
8,dEEk,0,0.0,0.0,4,75,1,1,1,0
8,tIort,0,1.0,1.0,5,299,13,2,2,1
8,iOIIN,0,0.0,0.0,5,178,6,1,1,1
8,uniI,0,0.0,0.0,4,69,1,1,1,0
8,ltkl,0,2.0,2.0,4,245,13,2,1,0
8,lefY,0,0.0,0.0,4,245,8,1,1,0
8,llv@tm,0,0.0,0.0,6,245,22,1,1,1
8,mlnu,0,0.0,0.0,4,141,8,2,1,0
8,@dek,0,1.0,1.0,4,301,6,1,1,0
8,rgkdr@,0,0.0,0.0,6,311,4,1,1,1
8,ranpr,0,0.0,0.0,5,311,23,2,1,1
8,si&&,0,0.0,0.0,4,93,7,1,1,0
8,sgi&k,0,0.0,0.0,5,93,3,1,1,1
8,@tYv&,0,0.0,0.0,5,301,23,1,1,1
8,pile+,0,0.0,0.0,5,112,3,1,1,1
8,vbtf&r,0,0.0,0.0,6,66,2,1,1,1
8,fkurin,0,0.0,0.0,6,104,6,1,1,1
8,rEne,0,0.0,0.0,4,311,13,2,1,0
8,a=xS,0,0.0,0.0,4,170,7,1,1,0
8,Srrg,0,2.0,2.0,4,124,17,2,1,0
8,Sxita,0,0.0,0.0,5,124,2,1,1,1
8,nikr,0,0.0,0.0,4,268,19,1,1,0
8,boUtt,0,0.0,0.0,5,107,1,1,1,1
8,aft@,0,1.0,1.0,4,170,4,1,1,0
8,Evtr,0,0.0,0.0,4,100,4,1,1,0
8,flh@r,0,0.0,0.0,5,104,10,1,1,1
8,pStd,0,0.0,0.0,4,112,2,1,1,0
8,iantnI,0,0.0,0.0,6,178,9,1,1,1
8,&om&,0,1.0,1.0,4,173,3,1,1,0
8,nb@mb,0,0.0,0.0,5,268,6,2,1,1
8,lSu&,0,0.0,0.0,4,245,8,1,1,0
8,I@SE,0,0.0,0.0,4,112,10,1,1,0
8,trg)z,0,0.0,0.0,5,299,26,1,1,1
8,tkrrm,0,0.0,0.0,5,299,15,2,1,1
8,ln@vm,0,0.0,0.0,5,245,12,2,1,1
8,niIsh,0,0.0,0.0,5,268,19,2,1,1
8,&Onm,0,0.0,0.0,4,173,4,1,1,0
8,&r@a,0,3.0,5.0,4,173,14,3,1,0
8,arur&,0,0.0,0.0,5,170,12,2,1,1
8,xlt&,0,0.0,0.0,4,56,4,1,1,0
8,ttg@O,0,0.0,0.0,5,299,20,1,1,1
8,p@kl,0,1.0,1.0,4,112,6,1,1,0
8,diu@id,0,0.0,0.0,6,75,4,1,1,1
8,iSbE,0,0.0,0.0,4,178,6,1,1,0
8,kirean,0,0.0,0.0,6,198,7,2,1,1
8,t@ra,0,0.0,0.0,4,299,23,1,1,0
8,tl@pN,0,0.0,0.0,5,299,19,4,1,1
8,@@tle@,0,0.0,0.0,6,301,28,4,1,1
8,f@rrp,0,0.0,0.0,5,104,7,1,1,1
8,vnISy,0,0.0,0.0,5,66,6,1,1,1
8,dptr,0,0.0,1.0,4,75,5,1,1,0
8,@xgt@S,0,0.0,0.0,6,301,6,1,1,1
8,dI@m,0,0.0,1.0,4,75,4,1,1,0
8,lOsNa&,0,0.0,0.0,6,245,10,1,1,1
8,r)Zp,0,0.0,0.0,4,311,2,1,1,0
8,@fni,0,2.0,2.0,4,301,9,2,1,0
8,lS@r,0,2.0,2.0,4,245,8,1,1,0
8,s@rO,0,0.0,0.0,4,93,4,1,1,0
8,lnbnl,0,0.0,0.0,5,245,12,2,1,1
8,rrk@,0,4.0,4.0,4,311,30,3,1,0
8,dp&S,0,0.0,0.0,4,75,5,1,1,0
8,bkgpaz,0,0.0,0.0,6,107,2,1,1,1
8,rku&tb,0,0.0,0.0,6,311,16,1,1,1
8,rz@U,0,0.0,0.0,4,311,5,1,1,0
8,orp&Y,0,0.0,0.0,5,104,12,1,1,1
8,itmk@i,0,0.0,0.0,6,178,12,2,1,1
8,Un&r,0,1.0,1.0,4,61,7,1,1,0
8,mkIxI,0,0.0,0.0,5,141,5,2,1,1
8,S@in,0,1.0,2.0,4,124,9,1,1,0
8,Syu@E,0,0.0,0.0,5,124,2,1,1,1
8,ra=toa,0,0.0,0.0,6,311,23,1,1,1
8,aUn@O,0,0.0,0.0,5,170,4,1,1,1
8,prubd,0,0.0,0.0,5,112,8,1,1,1
8,nkssi,0,0.0,0.0,5,268,15,1,1,1
8,akllOi,0,0.0,0.0,6,170,10,2,1,1
8,glmsl,0,0.0,0.0,5,87,6,1,1,1
8,fmkl,0,1.0,1.0,4,104,4,1,1,0
8,pfxudt,0,0.0,0.0,6,112,2,1,1,1
8,nmrStt,0,0.0,0.0,6,268,15,1,1,1
8,t&hpo,0,0.0,0.0,5,299,13,1,1,1
8,=paiu,0,0.0,0.0,5,51,4,1,1,1
8,a=guv,0,0.0,0.0,5,170,7,1,1,1
8,Ss)rsa,0,0.0,0.0,6,124,4,1,1,1
8,ia&o,0,0.0,1.0,4,178,9,1,1,0
8,dnr&,0,2.0,2.0,4,75,6,2,1,0
8,rlaE,0,1.0,2.0,4,311,19,2,1,0
8,trJ&xu,0,0.0,0.0,6,299,26,1,1,1
8,trkr=t,0,0.0,0.0,6,299,26,3,2,1
8,kmEung,0,0.0,0.0,6,198,9,1,1,1
8,prtlp,0,0.0,0.0,5,112,8,1,1,1
8,@rkrbl,0,0.0,0.0,6,301,26,2,1,1
8,prrx,0,1.0,1.0,4,112,8,2,1,0
8,loritl,0,0.0,0.0,6,245,4,1,1,1
8,ui@l,0,1.0,1.0,4,69,4,1,1,0
8,rrl@a,0,0.0,1.0,5,311,30,3,2,1
8,lrdr,0,0.0,0.0,4,245,20,1,1,0
8,af@@x,0,0.0,0.0,5,170,4,1,1,1
8,bUpbtk,0,0.0,0.0,6,107,3,1,1,1
8,ltbUk,0,0.0,0.0,5,245,13,1,1,1
8,tuf+,0,0.0,0.0,4,299,8,1,1,0
8,@fsrb,0,0.0,0.0,5,301,9,1,1,1
8,nrtsfm,0,0.0,0.0,6,268,20,2,1,1
8,rfar,0,0.0,0.0,4,311,5,2,1,0
8,&nnrmv,0,0.0,0.0,6,173,11,1,1,1
8,luYsE@,0,0.0,0.0,6,245,5,1,1,1
8,ON=xYs,0,0.0,0.0,6,82,2,1,1,1
8,Ot@@&a,0,0.0,0.0,6,82,5,3,1,1
8,O&dlni,0,0.0,0.0,6,82,6,2,1,1
8,Iu@N,0,0.0,0.0,4,112,1,1,1,0
8,tumn,0,0.0,0.0,4,299,8,1,1,0
8,iaEh,0,0.0,0.0,4,178,9,1,1,0
8,myOI,0,0.0,0.0,4,141,3,1,1,0
8,atnt,0,2.0,2.0,4,170,11,2,1,0
8,bUi&a,0,0.0,0.0,5,107,3,1,1,1
8,g&uk&n,0,0.0,0.0,6,87,6,1,1,1
8,na=fr,0,0.0,0.0,5,268,12,1,1,1
8,&axnx,0,0.0,0.0,5,173,6,1,1,1
8,Ynm@Ih,0,0.0,0.0,6,30,2,1,1,1
8,SSrp,0,0.0,1.0,4,124,3,1,1,0
8,uttn,0,1.0,1.0,4,69,3,1,1,0
8,munloE,0,0.0,0.0,6,141,2,1,1,1
8,t@@n,0,3.0,4.0,4,299,23,4,1,0
8,rturi,0,0.0,0.0,5,311,18,1,1,1
8,pUotp,0,0.0,0.0,5,112,2,1,1,1
8,Sdr&x,0,0.0,0.0,5,124,2,1,1,1
8,ishm,0,0.0,0.0,4,178,5,1,1,0
8,p@sl,0,1.0,1.0,4,112,6,1,1,0
8,kErl,0,0.0,0.0,4,198,5,1,1,0
8,Obryua,0,0.0,0.0,6,82,2,1,1,1
8,bEmzn,0,0.0,0.0,5,107,3,1,1,1
8,S@&e,0,0.0,0.0,4,124,9,1,1,0
8,Irn&&,0,0.0,0.0,5,112,13,3,1,1
8,Eull,0,0.0,0.0,4,100,2,1,1,0
8,srrl@l,0,0.0,0.0,6,93,10,3,1,1
8,UNdE,0,0.0,0.0,4,61,2,1,1,0
8,dpOt,0,0.0,0.0,4,75,5,1,1,0
8,SJIS@r,0,0.0,0.0,6,124,1,1,1,1
8,otmzs,0,0.0,0.0,5,104,7,2,1,1
8,Evsm,0,0.0,0.0,4,100,4,1,1,0
8,tp&@n&,0,0.0,0.0,6,299,7,1,1,1
8,my&E,0,0.0,0.0,4,141,3,1,1,0
8,rnat&b,0,0.0,0.0,6,311,26,3,1,1
8,ratr&,0,0.0,0.0,5,311,23,2,1,1
8,l&ia,0,1.0,1.0,4,245,11,1,1,0
8,@to@=b,0,0.0,0.0,6,301,23,2,1,1
8,Slb@,0,0.0,1.0,4,124,11,1,1,0
8,ilzt),0,0.0,0.0,5,178,10,1,1,1
8,uundri,0,0.0,0.0,6,69,2,1,1,1
8,O&OI,0,0.0,0.0,4,82,6,1,1,0
8,@usfi,0,0.0,0.0,5,301,7,2,1,1
8,&gxs@,0,0.0,0.0,5,173,6,1,1,1
8,rnEnln,0,0.0,0.0,6,311,26,2,1,1
8,@tnE,0,1.0,1.0,4,301,23,2,1,0
8,k@pSrf,0,0.0,0.0,6,198,15,1,1,1
8,el@i,0,1.0,1.0,4,72,6,1,1,0
8,tSlI,0,1.0,1.0,4,299,16,2,1,0
8,Onnl=,0,0.0,0.0,5,82,3,2,1,1
8,adrlm,0,0.0,0.0,5,170,7,1,1,1
8,ilEt,0,0.0,0.0,4,178,10,1,1,0
8,@@nr,0,2.0,3.0,4,301,28,1,1,0
8,kx@gI,0,0.0,0.0,5,198,7,1,1,1
8,sIOSdy,0,0.0,0.0,6,93,3,1,1,1
8,aabbl,0,0.0,0.0,5,170,10,1,1,1
8,@aatb,0,0.0,0.0,5,301,14,1,1,1
8,ttaS,0,0.0,0.0,4,299,20,2,1,0
8,Unall,0,0.0,0.0,5,61,7,1,1,1
8,fbp=&&,0,0.0,0.0,6,104,5,1,1,1
8,rnrjsr,0,0.0,0.0,6,311,26,2,1,1
8,na&nf,0,0.0,0.0,5,268,12,1,1,1
8,robuxh,0,0.0,0.0,6,311,7,1,1,1
8,mIpYso,0,0.0,0.0,6,141,2,2,1,1
8,nknbr,0,0.0,0.0,5,268,15,2,1,1
8,Io@g&r,0,0.0,0.0,6,112,2,1,1,1
8,nb@z,0,0.0,0.0,4,268,6,2,1,0
8,@@=km,0,0.0,0.0,5,301,28,2,1,1
8,alpn,0,0.0,0.0,4,170,12,1,1,0
8,@uff,0,0.0,0.0,4,301,7,1,1,0
8,uiru,0,0.0,1.0,4,69,4,3,1,0
8,llntlg,0,0.0,0.0,6,245,22,2,1,1
8,r&dte,0,0.0,0.0,5,311,13,1,1,1
8,S&ttrn,0,0.0,0.0,6,124,5,1,1,1
8,ra&@=i,0,0.0,0.0,6,311,23,2,1,1
8,lrktn,0,0.0,0.0,5,245,20,1,1,1
8,Ostlx,0,0.0,0.0,5,82,2,1,1,1
8,trz@&,0,0.0,0.0,5,299,26,1,1,1
8,speN,0,0.0,0.0,4,93,2,1,1,0
8,dnE&,0,1.0,1.0,4,75,6,1,1,0
8,@i@oml,0,0.0,0.0,6,301,6,3,2,1
8,)x/hns,0,0.0,0.0,6,22,1,1,1,1
8,okzgiy,0,0.0,0.0,6,104,7,2,1,1
8,zaEt,0,0.0,1.0,4,71,3,1,1,0
8,gOpyri,0,0.0,0.0,6,87,2,1,1,1
8,rrl&E,0,0.0,0.0,5,311,30,3,1,1
8,OIp&v,0,0.0,0.0,5,82,1,1,1,1
8,lUlf,0,0.0,1.0,4,245,5,1,1,0
8,ub&rrr,0,0.0,0.0,6,69,2,1,1,1
8,d&rU,0,0.0,0.0,4,75,5,1,1,0
8,@tIn@a,0,0.0,0.0,6,301,23,1,1,1
8,sndzv,0,0.0,0.0,5,93,10,1,1,1
8,Sta&xd,0,0.0,0.0,6,124,3,1,1,1
8,zfOl,0,0.0,0.0,4,71,5,1,1,0
8,Yek&,0,0.0,0.0,4,30,1,1,1,0
8,srrmba,0,0.0,0.0,6,93,10,3,1,1
8,ntki&,0,0.0,0.0,5,268,23,1,1,1
8,udni,0,0.0,0.0,4,69,2,1,1,0
8,rrg@r,0,0.0,0.0,5,311,30,1,1,1
8,tldoIU,0,0.0,0.0,6,299,19,2,1,1
8,++xnar,0,0.0,0.0,6,16,1,1,1,1
8,anol,0,2.0,3.0,4,170,9,1,1,0
8,@p@bv,0,0.0,0.0,5,301,8,1,1,1
8,&ff@,0,0.0,1.0,4,173,9,2,1,0
8,Ep=tf,0,0.0,0.0,5,100,4,1,1,1
8,z@rl,0,0.0,0.0,4,71,7,2,1,0
8,@Nz&u,0,0.0,0.0,5,301,5,1,1,1
8,@zEIt,0,0.0,0.0,5,301,5,1,1,1
8,stlm,0,1.0,1.0,4,93,9,2,1,0
8,hEttk,0,0.0,0.0,5,42,1,1,1,1
8,Enu&,0,0.0,0.0,4,100,5,1,1,0
8,douln,0,0.0,0.0,5,75,5,1,1,1
8,sngbt,0,0.0,0.0,5,93,10,1,1,1
8,allm,0,1.0,1.0,4,170,12,1,1,0
8,tnkO,0,0.0,0.0,4,299,13,1,1,0
8,&ugxa,0,0.0,0.0,5,173,2,1,1,1
8,bp=O,0,0.0,0.0,4,107,5,1,1,0
8,vaan,0,1.0,1.0,4,66,3,1,1,0
8,&dra,0,0.0,1.0,4,173,5,1,1,0
8,pnp&,0,1.0,1.0,4,112,9,1,1,0
8,ohUe@,0,0.0,0.0,5,104,3,1,1,1
8,bnprr,0,0.0,0.0,5,107,7,1,1,1
8,atar&,0,0.0,0.0,5,170,11,1,1,1
8,ralk,0,1.0,1.0,4,311,23,3,1,0
8,@taok,0,0.0,0.0,5,301,23,1,1,1
8,ydes,0,0.0,0.0,4,45,2,1,1,0
8,@&kgU,0,0.0,0.0,5,301,17,1,1,1
8,yrri,0,0.0,0.0,4,45,5,1,1,0
8,@lut,0,2.0,2.0,4,301,17,1,1,0
8,foii,0,0.0,0.0,4,104,1,1,1,0
8,mlSr,0,0.0,0.0,4,141,8,1,1,0
8,@lz=,0,0.0,0.0,4,301,17,1,1,0
8,OONio,0,0.0,0.0,5,82,1,1,1,1
8,fUtS,0,0.0,0.0,4,104,3,1,1,0
8,nSmlI,0,0.0,0.0,5,268,6,1,1,1
8,ra)z,0,0.0,0.0,4,311,23,1,1,0
8,t@aE,0,0.0,1.0,4,299,23,2,1,0
8,lxgl,0,0.0,1.0,4,245,3,1,1,0
8,zua=r,0,0.0,0.0,5,71,2,1,1,1
8,gtni,0,0.0,0.0,4,87,8,1,1,0
8,lpt&i,0,0.0,0.0,5,245,5,1,1,1
8,raem,0,0.0,0.0,4,311,23,1,1,0
8,vbUp,0,0.0,0.0,4,66,2,1,1,0
8,klit@,0,0.0,0.0,5,198,17,2,1,1
8,zpiS,0,0.0,1.0,4,71,4,2,1,0
8,gl@@l,0,0.0,0.0,5,87,6,2,1,1
8,ak@g,0,0.0,0.0,4,170,10,2,1,0
8,v&pr,0,1.0,1.0,4,66,1,1,1,0
8,@rus,0,0.0,1.0,4,301,26,1,1,0
8,=nEn,0,0.0,0.0,4,51,3,1,1,0
8,frrrN,0,1.0,1.0,5,104,12,3,2,1
8,kga@,0,1.0,1.0,4,198,3,2,1,0
8,tlmg,0,0.0,1.0,4,299,19,3,1,0
8,kaurv,0,0.0,0.0,5,198,12,1,1,1
8,lfez,0,0.0,0.0,4,245,7,1,1,0
8,UsIt@,0,0.0,0.0,5,61,1,1,1,1
8,r@ve,0,1.0,1.0,4,311,30,1,1,0
8,&xE=,0,0.0,0.0,4,173,5,1,1,0
8,rtyse,0,0.0,0.0,5,311,18,1,1,1
8,mftt,0,0.0,0.0,4,141,2,1,1,0
8,l@sr,0,2.0,3.0,4,245,22,2,1,0
8,rrrU@,0,0.0,0.0,5,311,30,1,1,1
8,=zoIo,0,0.0,0.0,5,51,1,1,1,1
8,rlfoZ,0,0.0,0.0,5,311,19,1,1,1
8,nt@&,0,3.0,4.0,4,268,23,2,1,0
8,il&@,0,1.0,1.0,4,178,10,1,1,0
8,Ovsgp,0,0.0,0.0,5,82,1,1,1,1
8,kE&S@,0,0.0,0.0,5,198,5,3,1,1
8,EvEu,0,0.0,0.0,4,100,4,1,1,0
8,lNhb,0,0.0,0.0,4,245,2,1,1,0
8,kls&,0,1.0,1.0,4,198,17,1,1,0
8,Eg@&u,0,0.0,0.0,5,100,5,2,1,1
8,btay,0,0.0,0.0,4,107,8,1,1,0
8,OJkkr,0,0.0,0.0,5,82,1,1,1,1
8,Orop,0,0.0,0.0,4,82,5,1,1,0
8,bI@I,0,0.0,0.0,4,107,3,2,1,0
8,zoSr&,0,0.0,0.0,5,71,3,1,1,1
8,runy,0,0.0,0.0,4,311,7,1,1,0
8,r=kkr,0,0.0,0.0,5,311,4,1,1,1
8,&o|=n,0,0.0,0.0,5,173,3,1,1,1
8,tOSx@,0,0.0,0.0,5,299,6,1,1,1
8,&am&&,0,0.0,0.0,5,173,6,1,1,1
8,laan,0,1.0,2.0,4,245,8,3,1,0
8,sii@,0,0.0,0.0,4,93,7,1,1,0
8,mnlsn,0,0.0,0.0,5,141,7,1,1,1
8,a@f=a,0,0.0,0.0,5,170,11,1,1,1
8,&ISng,0,0.0,0.0,5,173,7,1,1,1
8,@EOa,0,0.0,0.0,4,301,12,1,1,0
8,=nrln,0,0.0,0.0,5,51,3,1,1,1
8,sank,0,0.0,0.0,4,93,5,1,1,0
8,aUxt,0,0.0,0.0,4,170,4,1,1,0
8,@tp),0,0.0,0.0,4,301,23,1,1,0
8,gt@S,0,0.0,0.0,4,87,8,2,1,0
8,ainIm,0,0.0,0.0,5,170,8,1,1,1
8,InIat,0,0.0,0.0,5,112,6,1,1,1
8,&N&s,0,0.0,0.0,4,173,1,1,1,0
8,irdr@,0,0.0,0.0,5,178,17,1,1,1
8,kttt,0,1.0,2.0,4,198,10,2,2,0
8,lkii,0,0.0,0.0,4,245,12,1,1,0
8,Ulgo,0,0.0,0.0,4,61,6,1,1,0
8,@kf@o,0,0.0,0.0,5,301,12,1,1,1
8,tzSk,0,0.0,0.0,4,299,6,1,1,0
8,i@mgU,0,0.0,0.0,5,178,13,2,1,1
8,mepaU,0,0.0,0.0,5,141,3,1,1,1
8,rga&,0,0.0,0.0,4,311,4,1,1,0
8,hg@lk,0,0.0,0.0,5,42,4,1,1,1
8,@Itoa,0,0.0,0.0,5,301,6,4,1,1
8,rnkm,0,0.0,1.0,4,311,26,2,1,0
8,@=x&i,0,0.0,0.0,5,301,4,1,1,1
8,IS&n,0,0.0,0.0,4,112,6,1,1,0
8,oUas&,0,0.0,0.0,5,104,3,2,1,1
8,xaO@s,0,0.0,0.0,5,56,2,1,1,1
8,rbrj,0,1.0,1.0,4,311,6,2,1,0
8,xtE&i,0,0.0,0.0,5,56,5,1,1,1
8,u=pa,0,0.0,0.0,4,69,2,1,1,0
8,trUzr,0,0.0,0.0,5,299,26,2,1,1
8,zhkI=,0,0.0,0.0,5,71,1,1,1,1
8,oxau,0,0.0,0.0,4,104,3,1,1,0
8,gYO@i,0,0.0,0.0,5,87,2,1,1,1
8,tfme,0,0.0,0.0,4,299,6,1,1,0
8,g@&ti,0,0.0,0.0,5,87,10,1,1,1
8,fmI=,0,1.0,2.0,4,104,4,3,1,0
8,@rIn,0,0.0,1.0,4,301,26,2,1,0
