Word	Match	Lexicality	Old20	Old20_Diff	Overlap_Ratio	Maxdeviation	Summed_Deviation	Maxdeviation_Transition
:k:{::b:@::r:1	k{b@nd	N	2.35	-0.25	7/9	21	41	_k{b@[n]d
:k:{::b:@::r:1	k{b@nt	N	2.0	-0.6	7/9	-30	64	_k{b@n[ts]
:k:{::b:@::r:1	k{b@n1	N	2.45	-0.15	8/9	-25	64	_k{b@n[1s]
:k:{::b:@::r:1	k{v@t5	N	2.65	0.05	2/3	-59	237	_k{v@[t5]s
:k:{::b:@::r:1	k{v@tP	N	2.4	-0.2	2/3	-62	244	_k{v@[tP]z
:p:{::v:@:n	p{b@n	N	1.9	0.15	6/7	54	94	_p{[b]@n_
:p:{::v:@:n	p{vIN	N	1.85	0.1	5/7	-72	96	_p{vI[N_]
:p:{::v:@:n	p{fIN	N	1.9	0.15	4/7	-72	153	_p{fI[N_]
:p:{::v:@:n	p{f@n	N	1.9	0.15	6/7	-72	88	_p{[f@]n_
:p:{::v:@:n	p{frI	N	1.95	0.2	4/7	127	336	_p{fr[I_]
:p:{::v:@:n	p{flI	N	1.95	0.2	4/7	127	359	_p{fl[I_]
:b:6:t	buv	N	1.5	0.55	1/2	-10	27	_bu[v@]
:b:6:t	b3v	N	1.35	0.4	1/2	13	26	_[b3]v@
:b:6:t	b3t	N	1.0	0.05	3/4	13	22	_[b3]t_
:b:6:t	b4n	N	1.05	0.1	1/2	-12	25	_[b4]nd
:b:6:t	b4t	N	1.3	0.35	3/4	-12	22	_[b4]t_
:b:6:t	bj{	N	2.0	1.05	1/2	12	33	_bj[{n]
:m:V:l:k:t	mVlQt	N	1.9	0.05	5/6	-2	2	_mVl[Qt]_
:m:V:l:k:t	mVl{t	N	1.9	0.05	5/6	-2	3	_mVl[{t]_
:m:V:l:k:t	mVlQk	N	2.0	0.15	2/3	-3	5	_mVlQ[k@]
:m:V:l:k:t	mVl{m	N	2.35	0.5	2/3	-4	7	_mVl[{m]@
:m:V:l:k:t	mVl2k	N	2.0	0.15	2/3	-3	8	_mV[l2]k@
:t:r:{:p	tr{s	N	1.45	0.2	4/5	14	26	_tr{[sk]
:t:r:{:p	tr{z	N	1.7	0.45	4/5	-16	24	_tr[{z]I
:t:r:{:p	tr{b	N	1.5	0.25	4/5	11	19	_tr{[bI]
:t:r:{:p	tr{g	N	1.45	0.2	4/5	14	19	_tr[{g]@
:t:r:{:p	tr{f	N	1.7	0.45	4/5	-19	33	_tr[{f]I
:t:r:{:p	tr{v	N	1.65	0.4	4/5	27	45	_tr{[vI]
:#::_:@:n:t	#_dEt	N	2.8	1.05	5/7	-6	14	_#_[dE]t_
:#::_:@:n:t	#TInt	N	2.15	0.4	5/7	-13	20	_#[T]Int_
:#::_:@:n:t	#TIkt	N	2.35	0.6	4/7	-13	30	_#[T]Ikt_
:#::_:@:n:t	#T@nt	N	2.25	0.5	6/7	-13	15	_#[T]@nt_
:#::_:@:n:t	#Trit	N	2.6	0.85	4/7	-13	31	_#[T]rit_
:#::_:@:n:t	#Tr1t	N	2.25	0.5	4/7	-13	19	_#[T]r1t_
:m:V:s::k:I:t	mQskIt	N	1.95	0.1	7/8	-26	28	_m[Qs]kIt_
:m:V:s::k:I:t	r{mpIt	N	1.95	0.1	1/2	52	176	_r[{m]pIt_
:m:V:s::k:I:t	r{mkIt	N	2.0	0.15	5/8	52	120	_r[{m]kIt_
:m:V:s::k:I:t	r{spIt	N	2.1	0.25	5/8	42	111	_r{s[p]It_
:m:V:s::k:I:t	r{skIt	N	1.9	0.05	3/4	-36	55	_r[{s]kIt_
:m:V:s::k:I:t	r1mpIt	N	2.6	0.75	1/2	-49	170	_r1[m]pIt_
:l:I::k:j:9:R	lIkl$R	N	2.75	0.25	3/4	7	14	_lIkl[_R]_
:l:I::k:j:9:R	lIk{lt	N	2.8	0.3	5/8	-29	78	_lIk[{l]t_
:l:I::k:j:9:R	lIkl5t	N	2.95	0.45	5/8	-29	72	_lIk[l5]t_
:l:I::k:j:9:R	lIkl$t	N	2.95	0.45	5/8	29	40	_lIkl_[t_]
:l:I::k:j:9:R	lIklEt	N	2.75	0.25	5/8	29	58	_lIklE[t_]
:l:I::k:j:9:R	lIkl2t	N	2.6	0.1	5/8	31	71	_lIkl[2t]_
:t:r:{:d	tr{s	N	1.45	0.0	4/5	-2	3	_tr{[s]
:t:r:{:d	tr{v	N	1.65	0.2	4/5	-7	14	_tr[{v]I
:t:r:{:d	tr{g	N	1.45	0.0	4/5	-29	54	_tr{[g@]
:t:r:{:d	tr{z	N	1.7	0.25	4/5	-26	31	_tr{[zI]
:t:r:{:d	tr{b	N	1.5	0.05	4/5	-23	26	_tr{[bI]
:t:r:{:d	tr{f	N	1.7	0.25	4/5	-48	56	_tr{[fI]
:s:t:r:1:n:_	str1n{	N	2.05	0.35	6/7	4	5	_str1[n{]k
:s:t:r:1:n:_	str1nj	N	2.05	0.35	6/7	8	8	_str1n[jU]
:s:t:r:1:n:_	str1ns	N	1.8	0.1	6/7	-7	9	_str1n[sI]
:s:t:r:1:n:_	str1$n	N	2.35	0.65	5/7	8	15	_str1[_n]d
:s:t:r:1:n:_	str1$d	N	2.25	0.55	5/7	-7	15	_str[1_]d
:s:t:r:1:n:_	str@ds	N	2.55	0.85	4/7	-8	24	_str@[ds]I
:t:r:{:m	tr{g	N	1.45	0.15	4/5	-3	5	_tr[{g]r
:t:r:{:m	tr{N	N	1.65	0.35	4/5	-10	10	_tr{[N]
:t:r:{:m	tr{s	N	1.45	0.15	4/5	-29	35	_tr[{s]i
:t:r:{:m	tr{t	N	1.25	-0.05	4/5	-19	33	_tr[{t]{
:t:r:{:m	tr{b	N	1.5	0.2	4/5	-25	32	_tr[{b]_
:t:r:{:m	tr{l	N	1.55	0.25	4/5	-35	66	_tr[{l]i
:t:r:{:k	tr{s	N	1.45	0.15	4/5	-62	71	_tr[{s]@
:t:r:{:k	tr{g	N	1.45	0.15	4/5	-36	61	_tr[{g]@
:t:r:{:k	tr{b	N	1.5	0.2	4/5	-58	77	_tr[{b]I
:t:r:{:k	trIf	N	1.6	0.3	3/5	54	144	_t[rI]fI
:t:r:{:k	trIs	N	1.4	0.1	3/5	54	114	_t[rI]s@
:8::t:E:k:s	8tEnd	N	1.9	0.0	5/7	14	27	_8tEn[d_]
:8::t:E:k:s	8tEns	N	1.9	0.0	6/7	-10	15	_8t[En]s_
:8::t:E:k:s	8tEkU	N	2.85	0.95	6/7	-14	24	_8tE[kU]
:8::t:E:k:s	8trEd	N	1.95	0.05	4/7	14	28	_8trE[d_]
:8::t:E:k:s	8tr5d	N	2.0	0.1	4/7	15	33	_8t[r5]d_
:8::t:E:k:s	8tr5s	N	2.1	0.2	5/7	15	17	_8t[r5]s_
:p:r:5::t:i:n	pr2tin	N	2.5	0.3	7/8	-4	8	_p[r2]tin_
:p:r:5::t:i:n	pr5t5t	N	2.6	0.4	3/4	7	14	_pr5[t5]tI
:p:r:5::t:i:n	pr5t5n	N	2.6	0.4	7/8	-8	15	_pr5t[5n]_
:p:r:5::t:i:n	pr2t5t	N	2.85	0.65	5/8	7	22	_pr2[t5]tI
:p:r:5::t:i:n	pr2t5n	N	2.85	0.65	3/4	-8	23	_pr2t[5n]_
:p:r:5::t:i:n	pr5tut	N	2.75	0.55	3/4	-15	25	_pr5[tu]tI
:w:I:g::w:{:m	wIgw#s	N	2.95	0.15	3/4	2	5	_wIg[w#]s
:w:I:g::w:{:m	wIgwVm	N	2.9	0.1	7/8	-4	5	_wIg[wV]m_
:w:I:g::w:{:m	wIgwVs	N	2.95	0.15	3/4	-4	8	_wIg[wV]s
:w:I:g::w:{:m	wIgw7m	N	2.9	0.1	7/8	-8	13	_wIgw[7m]_
:w:I:g::w:{:m	wIgw7s	N	2.85	0.05	3/4	-5	8	_wIg[w7]s
:w:I:g::w:{:m	wIgw5s	N	2.95	0.15	3/4	-5	7	_wIg[w5]s
:k:l:E:f	klil	N	1.65	-0.15	3/5	4	8	_kl[il]5
:k:l:E:f	klif	N	1.65	-0.15	4/5	3	4	_kl[if]_
:k:l:E:f	klQl	N	1.55	-0.25	3/5	-4	8	_k[lQ]l5
:k:l:E:f	klQf	N	1.45	-0.35	4/5	-4	8	_k[lQ]f_
:k:l:E:f	klEz	N	1.8	0.0	4/5	8	8	_klE[z@]
:s:p:7:R	sps3	N	2.0	0.65	3/5	2	3	_sps[3]
:s:p:7:R	spt3	N	2.0	0.65	3/5	-2	4	_sp[t3]
:s:p:7:R	sp5l	N	1.6	0.25	3/5	4	7	_sp5[lQ]
:s:p:7:R	sp5s	N	1.8	0.45	3/5	3	5	_s[p5]sH
:s:p:7:R	sp5p	N	1.75	0.4	3/5	-4	9	_sp[5p]Q
:s:p:7:R	sp5t	N	1.5	0.15	3/5	3	5	_s[p5]ti
:$::t:@::l:@:n	$d@l@n	N	2.75	0.05	8/9	16	20	__[d]@l@n_
:$::t:@::l:@:n	$f@l@n	N	2.8	0.1	8/9	-23	37	__[f]@l@n_
:$::t:@::l:@:n	$b@l@n	N	2.8	0.1	8/9	-18	33	__[b]@l@n_
:$::t:@::l:@:n	5t@l@n	N	2.85	0.15	8/9	47	69	_[5]t@l@n_
:$::t:@::l:@:n	5b@l@n	N	2.85	0.15	7/9	47	102	_[5]b@l@n_
:$::t:@::l:@:n	5m@l@n	N	2.8	0.1	7/9	47	119	_[5]m@l@n_
:k:{::r:@:t	k{d@t	N	1.95	0.35	6/7	-52	87	_k{[d@]t_
:k:{::r:@:t	k{d@l	N	1.95	0.35	5/7	-52	158	_k{[d@]lI
:k:{::r:@:t	k{n@l	N	1.85	0.25	5/7	-57	145	_k{[n@]lI
:k:{::r:@:t	k{n@t	N	1.75	0.15	6/7	-57	74	_k{[n@]t_
:k:{::r:@:t	k{p@l	N	1.85	0.25	5/7	-49	128	_k{p@[lI]
:m:#::t:@:R	b1t@R	N	1.35	0.15	5/7	62	143	_b[1]t@R_
:m:#::t:@:R	but@R	N	1.4	0.2	5/7	47	124	_[b]ut@R_
:m:#::t:@:R	m1t@R	N	1.3	0.1	6/7	62	69	_m[1]t@R_
:m:#::t:@:R	mut@R	N	1.45	0.25	6/7	-48	82	_[mu]t@R_
:m:#::t:@:R	r#t@R	N	1.4	0.2	6/7	-62	75	_[r#]t@R_
:m:#::t:@:R	r1t@R	N	1.2	0.0	5/7	62	92	_r[1]t@R_
:b:r:5:J	br5m	N	1.6	-0.1	4/5	0	0	[_]br5m{
:b:r:5:J	br5p	N	1.7	0.0	4/5	4	7	_br5[pj]
:b:r:5:J	br5b	N	1.7	0.0	4/5	-4	7	_br5[bl]
:b:r:5:J	br2l	N	1.5	-0.2	3/5	-4	6	_b[r2]l1
:b:r:5:J	br2v	N	1.45	-0.25	3/5	-4	12	_b[r2]v3
:b:r:5:J	br2k	N	1.45	-0.25	3/5	-4	8	_b[r2]kV
:k:{::r:@:b	k{r@g	N	1.85	0.1	6/7	-4	4	_k{r@[g]
:k:{::r:@:b	k{r@f	N	1.85	0.1	6/7	-8	10	_k{r@[fI]
:k:{::r:@:b	k{r@p	N	1.75	0.0	6/7	11	22	_k{r[@p]I
:k:{::r:@:b	k{r@z	N	1.8	0.05	6/7	23	33	_k{r[@z]I
:k:{::r:@:b	k{r@k	N	1.7	-0.05	6/7	28	36	_k{r[@k]r
:$::r:$::r:@	$mir@	N	2.85	0.15	3/4	-6	15	__[m]ir@m
:$::r:$::r:@	$mur@	N	2.9	0.2	3/4	-6	16	__[m]ur@m
:$::r:$::r:@	$m1r@	N	2.85	0.15	3/4	-6	15	__[m]1r@m
:$::r:$::r:@	$n1r@	N	2.7	0.0	3/4	7	16	__[n]1r@m
:$::r:$::r:@	$nir@	N	2.75	0.05	3/4	7	14	__[n]ir@m
:$::r:$::r:@	$mzr@	N	2.9	0.2	3/4	9	19	__m[z]r@m
:$::d:@:R	$t@R	N	1.25	0.0	5/6	-16	20	__[t]@R_
:$::d:@:R	$tEn	N	1.95	0.7	1/2	-16	44	__[t]En@
:$::d:@:R	$mIn	N	1.95	0.7	1/2	-30	101	__mI[n_]
:$::d:@:R	$mIk	N	1.9	0.65	1/2	29	77	__[m]Ik_
:$::d:@:R	$mf@	N	2.6	1.35	1/2	29	87	__[m]f@d
:$::d:@:R	$mfr	N	2.9	1.65	1/2	29	88	__[m]fr5
:n:u::g:#	nug{	N	2.5	0.1	5/6	-2	4	_nu[g{]t
:n:u::g:#	nugQ	N	2.45	0.05	5/6	-4	7	_nu[gQ]v
:n:u::g:#	nugE	N	2.5	0.1	5/6	-4	5	_nug[Eg]
:n:u::g:#	nug3	N	2.5	0.1	5/6	-6	9	_nu[g3]v
:n:u::g:#	nugV	N	2.5	0.1	5/6	-8	13	_nu[gV]v
:p:E:l::m:I:t	pIlmIt	N	1.95	-0.15	7/8	15	27	_[pI]lmIt_
:p:E:l::m:I:t	pIlfIt	N	2.2	0.1	3/4	-30	58	_pIl[fI]t_
:p:E:l::m:I:t	pElfIt	N	2.0	-0.1	7/8	-30	31	_pEl[fI]t_
:p:E:l::m:I:t	p@mfIt	N	2.55	0.45	5/8	47	147	_[p@]mfIt_
:p:E:l::m:I:t	p@mmIt	N	2.5	0.4	3/4	47	116	_[p@]mmIt_
:k:$::r:@:s	kVr@d	N	1.9	0.3	5/7	30	83	_[kV]r@d_
:k:$::r:@:s	kVr@s	N	1.95	0.35	6/7	30	44	_[kV]r@s_
:k:$::r:@:s	k$r@d	N	1.8	0.2	6/7	-25	39	_k_r[@d]_
:k:$::r:@:s	kVd@d	N	1.9	0.3	4/7	-52	170	_kV[d@]d_
:k:$::r:@:s	kVd@s	N	2.0	0.4	5/7	-52	131	_kV[d@]s_
:b:r:5:k	br2s	N	1.5	-0.05	3/5	-8	14	_br[2s]
:b:r:5:k	br5v	N	1.55	0.0	4/5	-10	13	_br[5v]I
:b:r:5:k	br5s	N	1.7	0.15	4/5	-9	18	_br[5s]@
:b:r:5:k	br5p	N	1.7	0.15	4/5	-12	22	_br[5p]I
:b:r:5:k	br1p	N	1.4	-0.15	3/5	16	33	_b[r1]pI
:m:{::_:I:k	rE_Ik	N	1.95	0.2	5/7	31	59	_r[E]_Ik_
:m:{::_:I:k	rE_I_	N	1.95	0.2	4/7	-62	134	_rE_I[__]
:m:{::_:I:k	rE_Iz	N	2.05	0.3	4/7	-56	122	_rE_[Iz]_
:m:{::_:I:k	rE_It	N	1.95	0.2	4/7	59	169	_rE_[It]r
:m:{::_:I:k	rE_Il	N	2.0	0.25	4/7	-55	156	_rE_[Il]_
:m:{::_:I:k	rE_Im	N	2.05	0.3	4/7	-61	147	_rE_[Im]_
:b:r:5:g	br5p	N	1.7	0.1	4/5	2	3	_br[5p]Q
:b:r:5:g	br5m	N	1.6	0.0	4/5	-1	1	_br[5m]Q
:b:r:5:g	br5b	N	1.7	0.1	4/5	2	3	_br[5b]{
:b:r:5:g	br5v	N	1.55	-0.05	4/5	4	8	_br[5v]P
:b:r:5:g	br5z	N	1.5	-0.1	4/5	4	7	_br[5z]3
:s:t:I:g::m:@::t:@	st1gm@t@	N	3.65	0.15	10/11	-6	10	_st[1g]m@t@m
:s:t:I:g::m:@::t:@	stEgm@t@	N	3.7	0.2	10/11	-16	19	_s[tE]gm@t@m
:s:t:I:g::m:@::t:@	st1$m@t@	N	3.8	0.3	9/11	15	27	_st1[_]m@t@m
:s:t:I:g::m:@::t:@	stQNm@t@	N	3.8	0.3	9/11	-14	26	_s[tQ]Nm@t@m
:s:t:I:g::m:@::t:@	stQgm@t@	N	3.65	0.15	10/11	-14	26	_s[tQ]gm@t@m
:s:m:E:l:t	s1blt	N	2.05	0.4	2/3	4	7	_s1[bl]t_
:s:m:E:l:t	s1b@m	N	1.95	0.3	1/3	-4	12	_s1[b@]m@
:s:m:E:l:t	s1b@t	N	2.05	0.4	1/2	-4	7	_s1[b@]t_
:s:m:E:l:t	smEkt	N	1.85	0.2	5/6	4	4	_sm[Ek]t_
:s:m:E:l:t	smpQk	N	2.0	0.35	1/2	3	10	_s[mp]Qk@
:I:N::g:P::n:U:k	INgPn#k	N	3.8	0.05	9/10	3	4	_INgP[n#]k_
:I:N::g:P::n:U:k	INgPnUt	N	3.7	-0.05	9/10	-5	8	_INgPnU[t@]
:I:N::g:P::n:U:k	INgPnJt	N	3.75	0.0	4/5	8	15	_INgP[nJ]t@
:I:N::g:P::n:U:k	INgPnik	N	3.8	0.05	9/10	8	11	_INgP[ni]k_
:I:N::g:P::n:U:k	INgPnit	N	3.75	0.0	4/5	8	14	_INgP[ni]t@
:{:N:s:t	w7st	N	1.8	-0.1	3/5	-16	34	_w7s[t]
:{:N:s:t	{pst	N	1.8	-0.1	4/5	-19	37	_[{p]st
:{:N:s:t	{tst	N	1.95	0.05	4/5	-19	38	_[{t]st
:{:N:s:t	{lst	N	1.95	0.05	4/5	19	36	_[{l]st
:{:N:s:t	w2st	N	1.7	-0.2	3/5	30	58	_[w2]st
:p:Q:n:d	p@nd	N	1.85	0.3	4/5	61	133	_p@n[d@]
:p:Q:n:d	pl{k	N	1.3	-0.25	2/5	-92	247	_p[l{]kI
:p:Q:n:d	pl{m	N	1.5	-0.05	2/5	-122	384	_pl[{m]I
:p:Q:n:d	pl{N	N	1.6	0.05	2/5	-122	372	_pl[{N]
:p:Q:n:d	pl{g	N	1.55	0.0	2/5	-125	349	_pl[{g]I
:p:Q:n:s	pQnQ	N	1.9	0.25	4/5	-28	44	_pQ[nQ]
:p:Q:n:s	pQn5	N	1.85	0.2	4/5	-28	41	_pQ[n5]
:p:Q:n:s	pQnz	N	1.85	0.2	4/5	-18	32	_pQn[zI]
:p:Q:n:s	pQn{	N	1.9	0.25	4/5	-29	46	_pQn[{]
:p:Q:n:s	p@ns	N	1.9	0.25	4/5	52	77	_[p@]ns@
:d:I::d:P	dIdr	N	1.95	0.45	5/6	-31	32	_dI[dr]I
:d:I::d:P	dIns	N	1.5	0.0	2/3	-28	52	_dI[ns]t
:d:I::d:P	dInQ	N	1.85	0.35	2/3	18	45	_dI[n]Q
:d:I::d:P	dIn{	N	1.85	0.35	2/3	-31	68	_dI[n{]
:d:I::d:P	dIdQ	N	1.95	0.45	5/6	-58	74	_dI[dQ]
:d:5::d:5	d5dE	N	1.95	0.1	5/6	15	22	_d5[dE]k
:d:5::d:5	d5du	N	1.95	0.1	5/6	-11	16	_d5[du]
:d:5::d:5	d5dH	N	1.9	0.05	5/6	17	28	_d5[dH]_
:d:5::d:5	d5dr	N	1.95	0.1	5/6	17	19	_d5[dr]5
:d:5::d:5	d5d7	N	1.95	0.1	5/6	-30	39	_d5d[7]
:h:{::g:I:s	hEgIs	N	2.0	0.1	6/7	31	46	_h[E]gIs_
:h:{::g:I:s	h{zIt	N	1.9	0.0	5/7	56	146	_h{[zI]tI
:h:{::g:I:s	h{zIs	N	1.95	0.05	6/7	56	68	_h{[zI]s_
:h:{::g:I:s	h{zId	N	1.95	0.05	5/7	56	119	_h{[zI]d_
:h:{::g:I:s	h{z@s	N	1.9	0.0	5/7	-62	83	_h{z[@s]_
:b:r:V:n:t	brudi	N	1.9	0.25	1/2	-16	42	_br[ud]i
:b:r:V:n:t	brud1	N	1.9	0.25	1/2	-16	50	_br[ud]1
:b:r:V:n:t	brut1	N	1.9	0.25	1/2	14	41	_brut[1]
:b:r:V:n:t	bruti	N	1.85	0.2	1/2	-11	27	_br[ut]i
:b:r:V:n:t	bruli	N	2.0	0.35	1/2	-12	31	_br[ul]i
:g:r:I:s:t	grIlI	N	1.7	0.0	2/3	19	35	_gr[Il]In
:g:r:I:s:t	gr{lI	N	1.85	0.15	1/2	-54	87	_g[r{]lIn
:g:r:I:s:t	gr{st	N	1.95	0.25	5/6	-54	65	_g[r{]st_
:g:r:I:s:t	wIslI	N	1.9	0.2	1/6	-115	363	_[w]IslI_
:g:r:I:s:t	gr{t@	N	2.0	0.3	1/2	-108	270	_gr{[t@]l
:r:E::k:w:7:m	rEkl7m	N	2.7	-0.1	7/8	-2	4	_rE[kl]7m_
:r:E::k:w:7:m	rEkw5m	N	2.8	0.0	7/8	-3	3	_rEkw[5m]_
:r:E::k:w:7:m	rEkl9m	N	2.75	-0.05	3/4	-4	6	_rEkl[9m]_
:r:E::k:w:7:m	rEkwVs	N	2.9	0.1	3/4	6	9	_rEkw[Vs]
:r:E::k:w:7:m	rEkw5s	N	2.85	0.05	3/4	8	10	_rEkw[5s]
:g:r:I::s:P	grIs{	N	1.9	0.25	6/7	2	2	_grIs[{]
:g:r:I::s:P	grIsu	N	1.9	0.25	6/7	-14	26	_grIs[u]
:g:r:I::s:P	grIs1	N	1.9	0.25	6/7	13	25	_grIs[1]
:g:r:I::s:P	grIsl	N	1.85	0.2	6/7	22	22	_grIs[l_]
:g:r:I::s:P	grIsQ	N	1.9	0.25	6/7	-32	35	_grIs[Q]
:$::r:I::k:P	$rIm2	N	2.4	0.6	3/4	8	10	__rI[m]2
:$::r:I::k:P	$rImP	N	1.95	0.15	7/8	8	13	__rI[m]P_
:$::r:I::k:P	$rImf	N	2.35	0.55	3/4	8	18	__rI[m]fI
:$::r:I::k:P	$rIkl	N	1.9	0.1	7/8	6	12	__rI[kl]
:$::r:I::k:P	$rIk2	N	2.3	0.5	7/8	-7	7	__rI[k2]
:h:#::r:i:m	h#r{m	N	2.4	-0.1	6/7	2	4	_h#[r{]m_
:h:#::r:i:m	h#r1m	N	2.6	0.1	6/7	-4	7	_h#r[1m]_
:h:#::r:i:m	h#r7n	N	2.5	0.0	5/7	7	16	_h#[r7]nt
:h:#::r:i:m	h#r7m	N	2.65	0.15	6/7	7	11	_h#[r7]m_
:h:#::r:i:m	h#rQm	N	2.65	0.15	6/7	8	14	_h#[rQ]m_
:g:2:z	g2k	N	1.35	-0.1	3/4	3	6	_g[2k]s
:g:2:z	g3R	N	1.25	-0.2	1/2	-3	5	_[g3]R_
:g:2:z	g@k	N	1.95	0.5	1/2	-4	7	_[g@]ks
:g:2:z	gEz	N	1.7	0.25	3/4	-4	7	_g[Ez]_
:g:2:z	guz	N	1.2	-0.25	3/4	-4	4	_g[uz]_
:g:2:d	g@b	N	1.85	0.9	1/2	8	13	_g[@b]
:g:2:d	gUk	N	1.6	0.65	1/2	8	12	_gU[k_]
:g:2:d	g#n	N	1.35	0.4	1/2	16	39	_[g#]n_
:g:2:d	gUl	N	1.3	0.35	1/2	11	22	_gU[l_]
:g:2:d	g3k	N	1.25	0.3	1/2	-10	21	_g[3k]_
:g:2:l	gUl	N	1.3	0.35	3/4	-3	6	_[gU]l_
:g:2:l	gUk	N	1.6	0.65	1/2	-6	12	_g[Uk]_
:g:2:l	g#n	N	1.35	0.4	1/2	16	46	_[g#]nd
:g:2:l	g5n	N	1.0	0.05	1/2	16	45	_g5[nd]
:g:2:l	g3k	N	1.25	0.3	1/2	-15	21	_g[3k]_
:s:t:I:l	stIp	N	1.2	0.15	4/5	-6	6	_st[Ip]l
:s:t:I:l	stEs	N	1.7	0.65	3/5	-16	34	_s[tE]s2
:s:t:I:l	stEn	N	1.45	0.4	3/5	-16	32	_s[tE]nj
:s:t:I:l	stEk	N	1.3	0.25	3/5	-16	43	_s[tE]kw
:s:t:I:l	stIm	N	1.45	0.4	4/5	-12	19	_stI[mE]
:s:t:I:k	stIp	N	1.2	0.25	4/5	-6	9	_stI[pr]
:s:t:I:k	stEs	N	1.7	0.75	3/5	-16	28	_s[tE]s@
:s:t:I:k	stEk	N	1.3	0.35	4/5	-16	27	_s[tE]k_
:s:t:I:k	stIs	N	1.65	0.7	4/5	-16	25	_st[Is]@
:s:t:I:k	st{p	N	1.3	0.35	3/5	-15	25	_st[{p]I
:b:r:{:m::b:P	br{mbI	N	2.65	0.65	7/8	2	3	_br{m[bI]k
:b:r:{:m::b:P	br{mbl	N	2.75	0.75	7/8	-7	13	_br{m[bl]
:b:r:{:m::b:P	br{mb@	N	2.65	0.65	7/8	-5	7	_br{mb[@s]
:b:r:{:m::b:P	br{mbr	N	2.8	0.8	7/8	10	11	_br{mb[r7]
:b:r:{:m::b:P	br{mb5	N	2.7	0.7	7/8	-11	22	_br{m[b5]
:t:{:l::k:@:m	t{ld@m	N	2.3	-0.05	7/8	-12	19	_t{l[d@]m_
:t:{:l::k:@:m	t{lk@s	N	2.5	0.15	7/8	18	20	_t{lk[@s]
:t:{:l::k:@:m	t{lkIk	N	2.55	0.2	3/4	-25	58	_t{l[kI]k
:t:{:l::k:@:m	t{lkIn	N	2.45	0.1	3/4	-25	61	_t{l[kI]n@
:t:{:l::k:@:m	t{ld@s	N	2.65	0.3	3/4	18	39	_t{ld[@s]
:k:{:n::t:Q:n	k{nt2t	N	2.4	0.4	3/4	12	15	_k{n[t2]tI
:k:{:n::t:Q:n	k{nt2n	N	1.9	-0.1	7/8	12	13	_k{n[t2]n_
:k:{:n::t:Q:n	k{ntVn	N	2.15	0.15	7/8	-32	70	_k{nt[Vn]
:k:{:n::t:Q:n	k{nt6n	N	2.1	0.1	7/8	-20	41	_k{n[t6]n
:k:{:n::t:Q:n	k{nt5t	N	2.35	0.35	3/4	-22	30	_k{nt[5t]I
:r:I::t:r:{:k:t	rItr6nt	N	2.75	0.55	7/9	54	126	_rItr6[nt]_
:r:I::t:r:{:k:t	rItr6ns	N	2.8	0.6	2/3	-62	140	_rItr6n[s_]
:r:I::t:r:{:k:t	rItrVlt	N	2.85	0.65	7/9	-53	124	_rItr[Vl]t_
:r:I::t:r:{:k:t	rItrVls	N	3.05	0.85	2/3	-62	191	_rItrVl[s_]
:r:I::t:r:{:k:t	rItrVNI	N	3.5	1.3	2/3	-57	173	_rItr[VN]I_
:V:k::s:$::r:7:s	Vkskr7s	N	3.3	0.4	9/10	-12	20	_Vk[sk]r7s_
:V:k::s:$::r:7:s	Vmskr7s	N	3.55	0.65	4/5	-12	35	_Vm[sk]r7s_
:V:k::s:$::r:7:s	Vms$r7s	N	3.15	0.25	9/10	-11	15	_V[m]s_r7s_
:V:k::s:$::r:7:s	VkskrEs	N	3.1	0.2	4/5	-28	76	_Vksk[rE]s_
:V:k::s:$::r:7:s	Vks$rEs	N	3.0	0.1	9/10	-28	56	_Vks_[rE]s_
:t:{::t:#:z	t{tul	N	2.1	-0.3	5/7	3	6	_t{[tu]l
:t:{::t:#:z	t{t#l	N	2.35	-0.05	6/7	5	5	_t{t[#l]
:t:{::t:#:z	t{t#k	N	2.05	-0.35	6/7	7	10	_t{t#[k_]
:t:{::t:#:z	t{tuz	N	2.3	-0.1	6/7	8	11	_t{t[uz]_
:t:{::t:#:z	t{tuk	N	2.05	-0.35	5/7	7	10	_t{tu[k_]
:s:t:I:N	st{N	N	1.65	0.7	4/5	-5	9	_st[{N]I
:s:t:I:N	st{m	N	1.5	0.55	3/5	-5	5	_st[{m]i
:s:t:I:N	stEn	N	1.45	0.5	3/5	-16	31	_s[tE]ni
:s:t:I:N	stEs	N	1.7	0.75	3/5	-16	37	_s[tE]s8
:s:t:I:N	stIp	N	1.2	0.25	4/5	11	21	_stI[pi]
:s:t:I:J	st1m	N	1.3	-0.25	3/5	1	2	_s[t1]m{
:s:t:I:J	stIg	N	1.6	0.05	4/5	-4	5	_st[Ig]
:s:t:I:J	st1p	N	1.25	-0.3	3/5	4	7	_st1[pj]
:s:t:I:J	stId	N	1.45	-0.1	4/5	8	13	_stI[dj]
:s:t:I:J	stIt	N	1.1	-0.45	4/5	5	9	_st[It]{
:J:7:R	J2k	N	1.05	0.1	1/2	-4	9	_J[2k]s
:J:7:R	J2z	N	1.4	0.45	1/2	-7	9	_J[2z]_
:J:7:R	J$z	N	1.3	0.35	1/2	-7	13	_J[_z]_
:J:7:R	JQz	N	1.75	0.8	1/2	-6	8	_J[Qz]_
:J:7:R	J2f	N	1.4	0.45	1/2	-10	15	_J2[f_]
